,document,subject,relation,object
1303,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes accompanied by son to house of potter
1304,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else to house of potter
1305,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes accompanied by son of Rohini
1306,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes accompanied by son to house
1307,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else accompanied by son to house
1308,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes of Kuru race to house of potter
1309,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none accompanied by son to house
1310,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes accompanied by son of Rohini to house
1311,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else accompanied by son to house of potter
1312,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes accompanied by son to house
1313,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none accompanied by son of Rohini to house
1314,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes accompanied by son of Rohini to house of potter
1315,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes
1316,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes accompanied by son of Rohini
1317,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else accompanied by son of Rohini
1318,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else accompanied by son of Rohini to house
1319,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else to house
1320,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else accompanied by son
1321,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else accompanied by son to house of potter
1322,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes accompanied by son of Rohini
1323,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes accompanied by son of Rohini to house
1324,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes of Kuru race accompanied by son to house of potter
