,document,subject,relation,object
1183,"And
after the steeds had been yoked, the king without loss of time mounted
upon the car, when those best of horses fell down upon the ground on
their knees.",best,fell down upon,ground
1184,"And
after the steeds had been yoked, the king without loss of time mounted
upon the car, when those best of horses fell down upon the ground on
their knees.",best,fell down upon,ground on their knees
1185,"And
after the steeds had been yoked, the king without loss of time mounted
upon the car, when those best of horses fell down upon the ground on
their knees.",king,mounted,had yoked
1186,"And
after the steeds had been yoked, the king without loss of time mounted
upon the car, when those best of horses fell down upon the ground on
their knees.",king,mounted,after had yoked
1187,"And
after the steeds had been yoked, the king without loss of time mounted
upon the car, when those best of horses fell down upon the ground on
their knees.",steeds,had,had yoked
1188,"And
after the steeds had been yoked, the king without loss of time mounted
upon the car, when those best of horses fell down upon the ground on
their knees.",steeds,had,after had yoked
1189,"And raising them
up with the reins and making the charioteer Varshneya sit on the car, he
prepared to set out with great speed.",he,raising up with,reins
1190,"And raising them
up with the reins and making the charioteer Varshneya sit on the car, he
prepared to set out with great speed.",he,raising up,them
1191,"And raising them
up with the reins and making the charioteer Varshneya sit on the car, he
prepared to set out with great speed.",he,set out with,speed
1192,"And raising them
up with the reins and making the charioteer Varshneya sit on the car, he
prepared to set out with great speed.",he,set out with,great speed
1193,"And raising them
up with the reins and making the charioteer Varshneya sit on the car, he
prepared to set out with great speed.",charioteer Varshneya,sit on,car
1194,"And those best of steeds, duly
urged by Vahuka, rose to the sky, confounding the occupant of the
vehicle.",best,duly urged by,Vahuka
1195,"And those best of steeds, duly
urged by Vahuka, rose to the sky, confounding the occupant of the
vehicle.",best,urged by,Vahuka
1196,"And beholding those steeds gifted with the speed of the wind
thus drawing the car, the blessed king of Ayodhaya was exceedingly
amazed.",king,was,amazed
1197,"And beholding those steeds gifted with the speed of the wind
thus drawing the car, the blessed king of Ayodhaya was exceedingly
amazed.",blessed king,was,exceedingly amazed
1198,"And beholding those steeds gifted with the speed of the wind
thus drawing the car, the blessed king of Ayodhaya was exceedingly
amazed.",blessed king,was,amazed
1199,"And beholding those steeds gifted with the speed of the wind
thus drawing the car, the blessed king of Ayodhaya was exceedingly
amazed.",steeds,drawing,car
1200,"And beholding those steeds gifted with the speed of the wind
thus drawing the car, the blessed king of Ayodhaya was exceedingly
amazed.",steeds,gifted with,speed
1201,"And beholding those steeds gifted with the speed of the wind
thus drawing the car, the blessed king of Ayodhaya was exceedingly
amazed.",steeds,gifted with,speed of wind
1202,"And beholding those steeds gifted with the speed of the wind
thus drawing the car, the blessed king of Ayodhaya was exceedingly
amazed.",steeds,thus drawing,car
1203,"And beholding those steeds gifted with the speed of the wind
thus drawing the car, the blessed king of Ayodhaya was exceedingly
amazed.",king,was,exceedingly amazed
1204,"And noticing the rattle of the car and also the management of the
steeds, Varshneya reflected upon Vahuka's skill in guiding horses.",Varshneya,reflected upon,Vahuka 's skill in guiding horses
1205,"And noticing the rattle of the car and also the management of the
steeds, Varshneya reflected upon Vahuka's skill in guiding horses.",Vahuka,upon,skill in guiding horses
1206,"And noticing the rattle of the car and also the management of the
steeds, Varshneya reflected upon Vahuka's skill in guiding horses.",Varshneya,noticing,rattle
1207,"And noticing the rattle of the car and also the management of the
steeds, Varshneya reflected upon Vahuka's skill in guiding horses.",Varshneya,reflected upon,Vahuka 's skill
1208,"And noticing the rattle of the car and also the management of the
steeds, Varshneya reflected upon Vahuka's skill in guiding horses.",Vahuka 's skill,is in,guiding horses
1209,"And noticing the rattle of the car and also the management of the
steeds, Varshneya reflected upon Vahuka's skill in guiding horses.",Varshneya,noticing,rattle of car
1210,"And noticing the rattle of the car and also the management of the
steeds, Varshneya reflected upon Vahuka's skill in guiding horses.",Varshneya,reflected upon,Vahuka 's skill in horses
1211,"And he
thought, 'Is he Matali, the charioteer of the king of the celestials?",he,Is,Matali
1212,"And he
thought, 'Is he Matali, the charioteer of the king of the celestials?",he,charioteer of,king of celestials
1213,"And he
thought, 'Is he Matali, the charioteer of the king of the celestials?",Matali,charioteer of,king
1214,"And he
thought, 'Is he Matali, the charioteer of the king of the celestials?",he,charioteer of,king
1215,"I
find the same magnificent indications in the heroic Vahuka.",I,find,magnificent indications
1216,"I
find the same magnificent indications in the heroic Vahuka.",I,find,magnificent indications in Vahuka
1217,"I
find the same magnificent indications in the heroic Vahuka.",I,find,same magnificent indications in Vahuka
1218,"I
find the same magnificent indications in the heroic Vahuka.",I,find,same indications
1219,"I
find the same magnificent indications in the heroic Vahuka.",I,find,same magnificent indications in heroic Vahuka
1220,"I
find the same magnificent indications in the heroic Vahuka.",I,find,same indications in Vahuka
1221,"I
find the same magnificent indications in the heroic Vahuka.",I,find,indications
1222,"I
find the same magnificent indications in the heroic Vahuka.",I,find,indications in Vahuka
1223,"I
find the same magnificent indications in the heroic Vahuka.",I,find,same indications in heroic Vahuka
1224,"I
find the same magnificent indications in the heroic Vahuka.",I,find,magnificent indications in heroic Vahuka
1225,"I
find the same magnificent indications in the heroic Vahuka.",same magnificent indications,is in,heroic Vahuka
1226,"I
find the same magnificent indications in the heroic Vahuka.",I,find,indications in heroic Vahuka
1227,"I
find the same magnificent indications in the heroic Vahuka.",I,find,same magnificent indications
1228,"Or, is it king Nala the reducer of hostile towns that hath
come here?",it,is reducer of,hostile towns
1229,"Or, is it king Nala the reducer of hostile towns that hath
come here?",it,is,reducer
1230,"Or, is it king Nala the reducer of hostile towns that hath
come here?",it,is reducer of,towns
1231,"Or, it may be that this Vahuka knoweth the science that Nala
knoweth, for I perceive that the knowledge of Vahuka is equal to that of
Nala.",knowledge,is,equal
1232,"Or, it may be that this Vahuka knoweth the science that Nala
knoweth, for I perceive that the knowledge of Vahuka is equal to that of
Nala.",knowledge,is equal to,that of Nala
1233,"Or, it may be that this Vahuka knoweth the science that Nala
knoweth, for I perceive that the knowledge of Vahuka is equal to that of
Nala.",knowledge,is equal to,that
1234,"Or, it may be that this Vahuka knoweth the science that Nala
knoweth, for I perceive that the knowledge of Vahuka is equal to that of
Nala.",Vahuka,knoweth,science
1235,"Further, Vahuka and Nala are of the same age.",Vahuka,are of,Further same age
1236,"Further, Vahuka and Nala are of the same age.",Vahuka,are of,age
1237,"Further, Vahuka and Nala are of the same age.",Nala,are of,Further age
1238,"Further, Vahuka and Nala are of the same age.",Vahuka,are of,same age
1239,"Further, Vahuka and Nala are of the same age.",Nala,are of,age
1240,"Further, Vahuka and Nala are of the same age.",Nala,are of,Further same age
1241,"Further, Vahuka and Nala are of the same age.",Nala,are of,same age
1242,"Further, Vahuka and Nala are of the same age.",Vahuka,are of,Further age
1243,"Illustrious
persons, however, walk this earth in disguise in consequence of
misfortune, or agreeably to the ordinance of the scriptures.",persons,walk in,consequence
1244,"Illustrious
persons, however, walk this earth in disguise in consequence of
misfortune, or agreeably to the ordinance of the scriptures.",Illustrious persons,walk,earth
1245,"Illustrious
persons, however, walk this earth in disguise in consequence of
misfortune, or agreeably to the ordinance of the scriptures.",persons,however walk in,consequence
1246,"Illustrious
persons, however, walk this earth in disguise in consequence of
misfortune, or agreeably to the ordinance of the scriptures.",Illustrious persons,walk earth in,consequence
1247,"Illustrious
persons, however, walk this earth in disguise in consequence of
misfortune, or agreeably to the ordinance of the scriptures.",Illustrious persons,however walk earth in,consequence
1248,"Illustrious
persons, however, walk this earth in disguise in consequence of
misfortune, or agreeably to the ordinance of the scriptures.",persons,however walk in,consequence of misfortune
1249,"Illustrious
persons, however, walk this earth in disguise in consequence of
misfortune, or agreeably to the ordinance of the scriptures.",persons,walk earth in,disguise
